2025-06-17 13:58:53,521 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:58:53,522 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_135853.log
2025-06-17 13:58:53,522 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:58:53,522 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:58:53,523 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 50
2025-06-17 13:58:53,523 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [50, 1275, 50]
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=256
2025-06-17 13:58:53,524 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:58:53,525 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 13:58:53,525 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=50 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 50)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.719405e+00 | ‖ω‖₁=4.976863e+01
  λ=1.541e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.113050e+00 | ‖ω‖₁=1.672361e+00
  λ=1.541e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.824276e+00 | ‖ω‖₁=1.470535e+00
  λ=1.541e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.566350e+00 | ‖ω‖₁=1.294886e+00
  λ=1.541e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.545563e+00 | ‖ω‖₁=1.125640e+00
  λ=1.541e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.509208e+00 | ‖ω‖₁=9.725135e-01
  → at λ=1.541e-02:  r(λ)=50,  rel_err=3.998874e-01

-- Path iteration 17, λ = 1.849e-02   (r(λ) prev = 50)
  λ=1.849e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.497354e+00 | ‖ω‖₁=4.762077e+01
  λ=1.849e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.256174e+01 | ‖ω‖₁=1.540783e+01
  λ=1.849e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.268785e+01 | ‖ω‖₁=2.544400e+00
  λ=1.849e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.937916e+01 | ‖ω‖₁=2.050651e+00
  λ=1.849e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.677442e+01 | ‖ω‖₁=1.706818e+00
  λ=1.849e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.558083e+01 | ‖ω‖₁=1.420982e+00
  λ=1.849e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.410103e+01 | ‖ω‖₁=1.183446e+00
  λ=1.849e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.346912e+01 | ‖ω‖₁=9.613565e-01
  λ=1.849e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.291203e+01 | ‖ω‖₁=7.656595e-01
  λ=1.849e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.289657e+01 | ‖ω‖₁=5.766779e-01
  λ=1.849e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.286133e+01 | ‖ω‖₁=4.195655e-01
  → at λ=1.849e-02:  r(λ)=39,  rel_err=6.754897e-01

-- Path iteration 18, λ = 2.219e-02   (r(λ) prev = 39)
  λ=2.219e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.732522e+00 | ‖ω‖₁=4.716668e+01
  λ=2.219e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.780715e+01 | ‖ω‖₁=8.589060e+00
  λ=2.219e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.880599e+01 | ‖ω‖₁=2.383580e+00
  λ=2.219e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.543274e+01 | ‖ω‖₁=1.888662e+00
  λ=2.219e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.224564e+01 | ‖ω‖₁=1.549149e+00
  λ=2.219e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.086037e+01 | ‖ω‖₁=1.257638e+00
  λ=2.219e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=9.622423e+00 | ‖ω‖₁=1.022640e+00
  λ=2.219e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=9.131570e+00 | ‖ω‖₁=8.022773e-01
  λ=2.219e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=8.696603e+00 | ‖ω‖₁=6.105007e-01
  λ=2.219e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=8.791437e+00 | ‖ω‖₁=4.700242e-01
  λ=2.219e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=8.891342e+00 | ‖ω‖₁=3.834487e-01
  → at λ=2.219e-02:  r(λ)=22,  rel_err=5.619160e-01

-- Path iteration 19, λ = 2.662e-02   (r(λ) prev = 22)
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.850076e+00 | ‖ω‖₁=4.661973e+01
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.464331e+01 | ‖ω‖₁=3.067179e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.294816e+01 | ‖ω‖₁=2.085359e+00
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.992174e+01 | ‖ω‖₁=1.602166e+00
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.755975e+01 | ‖ω‖₁=1.231548e+00
  λ=2.662e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.626879e+01 | ‖ω‖₁=9.168709e-01
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.495285e+01 | ‖ω‖₁=6.531939e-01
  λ=2.662e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.454084e+01 | ‖ω‖₁=4.134468e-01
  λ=2.662e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.412703e+01 | ‖ω‖₁=2.846869e-01
  λ=2.662e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.455254e+01 | ‖ω‖₁=2.171821e-01
  λ=2.662e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.509756e+01 | ‖ω‖₁=1.700319e-01
  → at λ=2.662e-02:  r(λ)=13,  rel_err=7.330225e-01

-- Path iteration 20, λ = 3.195e-02   (r(λ) prev = 13)
  λ=3.195e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.051719e+00 | ‖ω‖₁=4.596774e+01
  λ=3.195e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.516676e+01 | ‖ω‖₁=2.706958e+00
  λ=3.195e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.575274e+01 | ‖ω‖₁=1.792182e+00
  λ=3.195e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.512702e+01 | ‖ω‖₁=1.256098e+00
  λ=3.195e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.437690e+01 | ‖ω‖₁=8.504359e-01
  λ=3.195e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.417497e+01 | ‖ω‖₁=4.979621e-01
  λ=3.195e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.421613e+01 | ‖ω‖₁=2.194450e-01
  λ=3.195e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.456238e+01 | ‖ω‖₁=7.011986e-02
  λ=3.195e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.465075e+01 | ‖ω‖₁=3.302819e-02
  λ=3.195e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.535967e+01 | ‖ω‖₁=1.629330e-02
  λ=3.195e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.603307e+01 | ‖ω‖₁=7.601316e-03
  → at λ=3.195e-02:  r(λ)=2,  rel_err=9.618496e-01

-- Path iteration 21, λ = 3.834e-02   (r(λ) prev = 2)
  λ=3.834e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.898555e+00 | ‖ω‖₁=4.518375e+01
  λ=3.834e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.538293e+01 | ‖ω‖₁=2.461521e+00
  λ=3.834e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.514875e+01 | ‖ω‖₁=1.588684e+00
  λ=3.834e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.403056e+01 | ‖ω‖₁=1.033647e+00
  λ=3.834e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.251768e+01 | ‖ω‖₁=5.974668e-01
  λ=3.834e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.277550e+01 | ‖ω‖₁=2.324207e-01
  λ=3.834e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.292169e+01 | ‖ω‖₁=9.829426e-02
  λ=3.834e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.315927e+01 | ‖ω‖₁=5.633840e-02
  λ=3.834e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.331118e+01 | ‖ω‖₁=3.567006e-02
  λ=3.834e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.479588e+01 | ‖ω‖₁=1.814607e-02
  λ=3.834e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.660330e+01 | ‖ω‖₁=4.056677e-03
  → at λ=3.834e-02:  r(λ)=2,  rel_err=9.728344e-01

-- Path iteration 22, λ = 4.601e-02   (r(λ) prev = 2)
  λ=4.601e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.294526e+00 | ‖ω‖₁=4.423521e+01
  λ=4.601e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.570832e+01 | ‖ω‖₁=2.222653e+00
  λ=4.601e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.624156e+01 | ‖ω‖₁=1.292347e+00
  λ=4.601e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.617835e+01 | ‖ω‖₁=6.666399e-01
  λ=4.601e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.667669e+01 | ‖ω‖₁=1.771906e-01
  λ=4.601e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.686369e+01 | ‖ω‖₁=6.159388e-03
  λ=4.601e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.687184e+01 | ‖ω‖₁=0.000000e+00
  λ=4.601e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.687152e+01 | ‖ω‖₁=0.000000e+00
  λ=4.601e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.687144e+01 | ‖ω‖₁=0.000000e+00
  λ=4.601e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.687136e+01 | ‖ω‖₁=0.000000e+00
  λ=4.601e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.687131e+01 | ‖ω‖₁=0.000000e+00
  → at λ=4.601e-02:  r(λ)=0,  rel_err=9.764691e-01
All skip-weights have zeroed out. Stopping path.

Found knees using DFDT method: [15 18 19]
[Dense2Sparse] Picked λ=2.662e-02,  r=13, err=7.330225e-01

→ Final training on full data with λ = 2.662e-02 ...
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.012804e+00 | ‖ω‖₁=4.661913e+01
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.469325e+01 | ‖ω‖₁=3.083452e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.486557e+01 | ‖ω‖₁=2.061083e+00
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.298995e+01 | ‖ω‖₁=1.561984e+00
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.065823e+01 | ‖ω‖₁=1.190957e+00
  λ=2.662e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.019236e+01 | ‖ω‖₁=8.561549e-01
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.016819e+01 | ‖ω‖₁=5.736496e-01
  λ=2.662e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.043593e+01 | ‖ω‖₁=3.304562e-01
  λ=2.662e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.059872e+01 | ‖ω‖₁=1.943608e-01
  λ=2.662e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.149084e+01 | ‖ω‖₁=1.218527e-01
  λ=2.662e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.247701e+01 | ‖ω‖₁=7.283867e-02

Final skip-weights ω: [0.0006314708734862506, 0.013456935994327068, 0.011006382293999195, 0.00850460771471262, 0.004537780769169331, 0.0033479142002761364, 0.013212730176746845, 0.004466360434889793, 0.0026241017039865255, 0.007186573930084705] ...
Selected POD-mode indices (ω_j ≠ 0): [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12] (count = 12 / 50)
Final relative reconstruction of SparseModesNet: ||X - X_hat||_F / ||X||_F = 8.944012e-01
Final MSE per sample of SparseModesNet: = 4.804716e+00
Relative error using only selected  modes: 6.946634e-01
MSE per sample using only selected  modes: 3.731726e+00
2025-06-17 13:59:48,022 - sparsemodesnet.advecting_pulse - INFO - ==================================================
2025-06-17 13:59:48,023 - sparsemodesnet.advecting_pulse - INFO - Experiment completed successfully!
2025-06-17 13:59:48,023 - sparsemodesnet.advecting_pulse - INFO - Selected 12 modes out of 50
2025-06-17 13:59:48,023 - sparsemodesnet.advecting_pulse - INFO - Final lambda: 2.662e-02
