2025-06-17 14:02:04,520 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 14:02:04,521 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_140204.log
2025-06-17 14:02:04,521 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 14:02:04,522 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 14:02:04,522 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 100
2025-06-17 14:02:04,522 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [250, 2500, 250]
2025-06-17 14:02:04,523 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 14:02:04,523 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 14:02:04,524 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 14:02:04,524 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 14:02:04,524 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 14:02:04,525 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=100 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 100)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.876692e+01 | ‖ω‖₁=9.929571e+01
  λ=1.541e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.818559e+00 | ‖ω‖₁=2.407766e+00
  λ=1.541e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.042384e+00 | ‖ω‖₁=2.188408e+00
  λ=1.541e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.492678e+00 | ‖ω‖₁=1.987546e+00
  λ=1.541e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.334156e+00 | ‖ω‖₁=1.798129e+00
  λ=1.541e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.187408e+00 | ‖ω‖₁=1.621559e+00
  → at λ=1.541e-02:  r(λ)=100,  rel_err=3.849789e-01

-- Path iteration 17, λ = 1.849e-02   (r(λ) prev = 100)
  λ=1.849e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.526747e+01 | ‖ω‖₁=9.154813e+01
  λ=1.849e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.580447e+01 | ‖ω‖₁=4.173633e+00
  λ=1.849e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.325596e+01 | ‖ω‖₁=3.464641e+00
  λ=1.849e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.776590e+01 | ‖ω‖₁=3.028343e+00
  λ=1.849e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.245943e+01 | ‖ω‖₁=2.685242e+00
  λ=1.849e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=9.676170e+00 | ‖ω‖₁=2.388216e+00
  λ=1.849e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.966323e+00 | ‖ω‖₁=2.124773e+00
  λ=1.849e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=7.120394e+00 | ‖ω‖₁=1.884908e+00
  λ=1.849e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=6.309435e+00 | ‖ω‖₁=1.667215e+00
  λ=1.849e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.899215e+00 | ‖ω‖₁=1.462811e+00
  λ=1.849e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.533697e+00 | ‖ω‖₁=1.272829e+00
  → at λ=1.849e-02:  r(λ)=100,  rel_err=4.422760e-01

-- Path iteration 18, λ = 2.219e-02   (r(λ) prev = 100)
  λ=2.219e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.151325e+01 | ‖ω‖₁=8.992830e+01
  λ=2.219e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.596949e+01 | ‖ω‖₁=4.026674e+00
  λ=2.219e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.544413e+01 | ‖ω‖₁=3.301385e+00
  λ=2.219e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.512010e+01 | ‖ω‖₁=2.819434e+00
  λ=2.219e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.418978e+01 | ‖ω‖₁=2.437874e+00
  λ=2.219e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.373120e+01 | ‖ω‖₁=2.108500e+00
  λ=2.219e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.296455e+01 | ‖ω‖₁=1.817080e+00
  λ=2.219e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.253743e+01 | ‖ω‖₁=1.550536e+00
  λ=2.219e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.168054e+01 | ‖ω‖₁=1.308217e+00
  λ=2.219e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.152588e+01 | ‖ω‖₁=1.078467e+00
  λ=2.219e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.151230e+01 | ‖ω‖₁=8.638564e-01
  → at λ=2.219e-02:  r(λ)=100,  rel_err=8.737068e-01

-- Path iteration 19, λ = 2.662e-02   (r(λ) prev = 100)
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.463359e+01 | ‖ω‖₁=8.802682e+01
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.605533e+01 | ‖ω‖₁=3.829567e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.517183e+01 | ‖ω‖₁=3.089498e+00
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.424899e+01 | ‖ω‖₁=2.585333e+00
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.107391e+01 | ‖ω‖₁=2.187297e+00
  λ=2.662e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.877964e+01 | ‖ω‖₁=1.842049e+00
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.698112e+01 | ‖ω‖₁=1.538314e+00
  λ=2.662e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.628465e+01 | ‖ω‖₁=1.258443e+00
  λ=2.662e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.558626e+01 | ‖ω‖₁=1.003113e+00
  λ=2.662e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.527919e+01 | ‖ω‖₁=7.630725e-01
  λ=2.662e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.496302e+01 | ‖ω‖₁=5.400463e-01
  → at λ=2.662e-02:  r(λ)=100,  rel_err=7.280965e-01

-- Path iteration 20, λ = 3.195e-02   (r(λ) prev = 100)
  λ=3.195e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.981886e+01 | ‖ω‖₁=8.564457e+01
  λ=3.195e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.621216e+01 | ‖ω‖₁=3.660456e+00
  λ=3.195e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.621474e+01 | ‖ω‖₁=2.877171e+00
  λ=3.195e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.570673e+01 | ‖ω‖₁=2.328669e+00
  λ=3.195e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.591538e+01 | ‖ω‖₁=1.881091e+00
  λ=3.195e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.612760e+01 | ‖ω‖₁=1.491301e+00
  λ=3.195e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.632065e+01 | ‖ω‖₁=1.142043e+00
  λ=3.195e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.649775e+01 | ‖ω‖₁=8.223300e-01
  λ=3.195e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.665944e+01 | ‖ω‖₁=5.269166e-01
  λ=3.195e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.680650e+01 | ‖ω‖₁=2.510353e-01
  λ=3.195e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.686980e+01 | ‖ω‖₁=4.534277e-02
  → at λ=3.195e-02:  r(λ)=43,  rel_err=9.764433e-01

-- Path iteration 21, λ = 3.834e-02   (r(λ) prev = 43)
  λ=3.834e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.226112e+01 | ‖ω‖₁=8.282450e+01
  λ=3.834e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.628817e+01 | ‖ω‖₁=3.412268e+00
  λ=3.834e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.542061e+01 | ‖ω‖₁=2.595214e+00
  λ=3.834e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.426887e+01 | ‖ω‖₁=2.022310e+00
  λ=3.834e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.115380e+01 | ‖ω‖₁=1.570007e+00
  λ=3.834e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.993360e+01 | ‖ω‖₁=1.166127e+00
  λ=3.834e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.888796e+01 | ‖ω‖₁=8.107101e-01
  λ=3.834e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.878942e+01 | ‖ω‖₁=4.803913e-01
  λ=3.834e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.841569e+01 | ‖ω‖₁=1.935193e-01
  λ=3.834e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.813024e+01 | ‖ω‖₁=8.576629e-02
  λ=3.834e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.795348e+01 | ‖ω‖₁=6.965959e-02
  → at λ=3.834e-02:  r(λ)=10,  rel_err=7.979795e-01

-- Path iteration 22, λ = 4.601e-02   (r(λ) prev = 10)
  λ=4.601e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.408441e+01 | ‖ω‖₁=7.943774e+01
  λ=4.601e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.639662e+01 | ‖ω‖₁=3.259763e+00
  λ=4.601e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.568986e+01 | ‖ω‖₁=2.385628e+00
  λ=4.601e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.597383e+01 | ‖ω‖₁=1.749645e+00
  λ=4.601e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.625249e+01 | ‖ω‖₁=1.224177e+00
  λ=4.601e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.651524e+01 | ‖ω‖₁=7.636447e-01
  λ=4.601e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.674872e+01 | ‖ω‖₁=3.496178e-01
  λ=4.601e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.687136e+01 | ‖ω‖₁=4.002562e-02
  λ=4.601e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.687208e+01 | ‖ω‖₁=0.000000e+00
  λ=4.601e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.687168e+01 | ‖ω‖₁=0.000000e+00
  λ=4.601e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.687166e+01 | ‖ω‖₁=0.000000e+00
  → at λ=4.601e-02:  r(λ)=0,  rel_err=9.764690e-01
All skip-weights have zeroed out. Stopping path.

Found knees using DFDT method: [18 20]
[Dense2Sparse] Picked λ=3.834e-02,  r=10, err=7.979795e-01

→ Final training on full data with λ = 3.834e-02 ...
  λ=3.834e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.700766e+01 | ‖ω‖₁=8.282653e+01
  λ=3.834e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.628777e+01 | ‖ω‖₁=3.465300e+00
  λ=3.834e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.571139e+01 | ‖ω‖₁=2.641218e+00
  λ=3.834e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.579783e+01 | ‖ω‖₁=2.048373e+00
  λ=3.834e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.604457e+01 | ‖ω‖₁=1.564096e+00
  λ=3.834e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.628034e+01 | ‖ω‖₁=1.141148e+00
  λ=3.834e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.649885e+01 | ‖ω‖₁=7.618671e-01
  λ=3.834e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.669659e+01 | ‖ω‖₁=4.148730e-01
  λ=3.834e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.684825e+01 | ‖ω‖₁=1.111578e-01
  λ=3.834e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.687157e+01 | ‖ω‖₁=1.830014e-03
  λ=3.834e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.687151e+01 | ‖ω‖₁=0.000000e+00

Final skip-weights ω: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] ...
Selected POD-mode indices (ω_j ≠ 0): [] (count = 0 / 100)
Final relative reconstruction of SparseModesNet: ||X - X_hat||_F / ||X||_F = 9.764689e-01
Final MSE per sample of SparseModesNet: = 5.245583e+00
2025-06-17 14:03:38,023 - sparsemodesnet.advecting_pulse - INFO - ==================================================
2025-06-17 14:03:38,023 - sparsemodesnet.advecting_pulse - INFO - Experiment completed successfully!
2025-06-17 14:03:38,023 - sparsemodesnet.advecting_pulse - INFO - Selected 0 modes out of 100
2025-06-17 14:03:38,023 - sparsemodesnet.advecting_pulse - INFO - Final lambda: 3.834e-02
