2025-06-17 13:34:37,114 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:34:37,115 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_133437.log
2025-06-17 13:34:37,115 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:34:37,116 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:34:37,116 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 100
2025-06-17 13:34:37,116 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [100, 2000, 100]
2025-06-17 13:34:37,117 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:34:37,117 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 3, and 2 number of polynomial blocks
2025-06-17 13:34:37,118 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=100 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 100)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.457803e+03 | ‖ω‖₁=9.931865e+01
  λ=1.541e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.766907e+01 | ‖ω‖₁=9.830790e-01
  λ=1.541e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.786938e+01 | ‖ω‖₁=6.169410e-01
  λ=1.541e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.805320e+01 | ‖ω‖₁=2.818195e-01
  λ=1.541e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.815453e+01 | ‖ω‖₁=4.523939e-02
  λ=1.541e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.816349e+01 | ‖ω‖₁=3.372217e-04
  → at λ=1.541e-02:  r(λ)=1,  rel_err=9.996722e-01

-- Path iteration 17, λ = 1.849e-02   (r(λ) prev = 1)
  λ=1.849e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.081899e+03 | ‖ω‖₁=9.162012e+01
  λ=1.849e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.613881e+01 | ‖ω‖₁=3.849924e+00
  λ=1.849e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.673394e+01 | ‖ω‖₁=2.718102e+00
  λ=1.849e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.711675e+01 | ‖ω‖₁=2.006053e+00
  λ=1.849e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.742029e+01 | ‖ω‖₁=1.440809e+00
  λ=1.849e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.768439e+01 | ‖ω‖₁=9.556540e-01
  λ=1.849e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.791933e+01 | ‖ω‖₁=5.230795e-01
  λ=1.849e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.811255e+01 | ‖ω‖₁=1.490214e-01
  λ=1.849e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.815268e+01 | ‖ω‖₁=1.685561e-04
  λ=1.849e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.815171e+01 | ‖ω‖₁=0.000000e+00
  λ=1.849e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.815074e+01 | ‖ω‖₁=0.000000e+00
  → at λ=1.849e-02:  r(λ)=0,  rel_err=9.994455e-01
All skip-weights have zeroed out. Stopping path.

Found knees using DFDT method: [13]
[Dense2Sparse] Picked λ=1.070e-02,  r=100, err=9.950187e-01

→ Final training on full data with λ = 1.070e-02 ...
  λ=1.070e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.779860e+03 | ‖ω‖₁=9.511866e+01
  λ=1.070e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.881380e+01 | ‖ω‖₁=1.775749e+01
  λ=1.070e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.623563e+01 | ‖ω‖₁=3.615285e+00
  λ=1.070e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.657903e+01 | ‖ω‖₁=2.968229e+00
  λ=1.070e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.683415e+01 | ‖ω‖₁=2.488074e+00
  λ=1.070e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.704905e+01 | ‖ω‖₁=2.088044e+00
  λ=1.070e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.723642e+01 | ‖ω‖₁=1.737637e+00
  λ=1.070e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.740686e+01 | ‖ω‖₁=1.423071e+00
  λ=1.070e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.756377e+01 | ‖ω‖₁=1.136386e+00
  λ=1.070e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.771084e+01 | ‖ω‖₁=8.704806e-01
  λ=1.070e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.784802e+01 | ‖ω‖₁=6.211573e-01

Final skip-weights ω: [0.006665056571364403, 0.0051722340285778046, 0.0018098377622663975, 0.005374320782721043, 0.00368523714132607, 0.005874307360500097, 0.005869274027645588, 0.004262156318873167, 0.006096257828176022, 0.0028686239384114742] ...
Selected POD-mode indices (ω_j ≠ 0): [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99] (count = 100 / 100)
Final relative reconstruction of SparseModesNet: ||X - X_hat||_F / ||X||_F = 9.941939e-01
Final MSE per sample of SparseModesNet: = 5.340802e+00
Relative error using only selected  modes: 1.055584e-04
MSE per sample using only selected  modes: 5.670589e-04
2025-06-17 13:35:57,829 - sparsemodesnet.advecting_pulse - INFO - ==================================================
2025-06-17 13:35:57,830 - sparsemodesnet.advecting_pulse - INFO - Experiment completed successfully!
2025-06-17 13:35:57,830 - sparsemodesnet.advecting_pulse - INFO - Selected 100 modes out of 100
2025-06-17 13:35:57,830 - sparsemodesnet.advecting_pulse - INFO - Final lambda: 1.070e-02
